Date,px_last
1/19/2022,2062.783
1/18/2022,2096.225
1/14/2022,2162.456
1/13/2022,2159.437
1/12/2022,2176.057
1/11/2022,2194.003
1/10/2022,2171.15
1/7/2022,2179.81
1/6/2022,2206.372
1/5/2022,2193.999
1/4/2022,2268.874
1/3/2022,2272.557
12/31/2021,2245.313
12/30/2021,2248.793
12/29/2021,2249.244
12/28/2021,2246.505
12/27/2021,2261.459
12/23/2021,2241.576
12/22/2021,2221.903
12/21/2021,2202.947
12/20/2021,2139.875
12/17/2021,2173.931
12/16/2021,2152.455
12/15/2021,2195.209
12/14/2021,2159.65
12/13/2021,2180.495
12/10/2021,2211.806
12/9/2021,2220.205
12/8/2021,2271.706
12/7/2021,2253.788
12/6/2021,2203.479
12/3/2021,2159.31
12/2/2021,2206.333
12/1/2021,2147.42
11/30/2021,2198.908
11/29/2021,2241.976
11/26/2021,2245.935
11/24/2021,2331.459
11/23/2021,2327.855
11/22/2021,2331.348
11/19/2021,2343.161
11/18/2021,2363.589
11/17/2021,2377.008
11/16/2021,2405.024
11/15/2021,2400.934
11/12/2021,2411.776
11/11/2021,2409.144
11/10/2021,2389.582
11/9/2021,2427.292
11/8/2021,2442.742
11/5/2021,2437.083
11/4/2021,2402.432
11/3/2021,2404.284
11/2/2021,2361.855
11/1/2021,2358.121
10/29/2021,2297.191
10/28/2021,2297.979
10/27/2021,2252.491
10/26/2021,2296.075
10/25/2021,2312.64
10/22/2021,2291.266
10/21/2021,2296.185
10/20/2021,2289.765
10/19/2021,2275.914
10/18/2021,2267.843
10/15/2021,2265.654
10/14/2021,2274.177
10/13/2021,2241.968
10/12/2021,2234.271
10/11/2021,2220.641
10/8/2021,2233.089
10/7/2021,2250.094
10/6/2021,2214.958
10/5/2021,2228.358
10/4/2021,2217.47
10/1/2021,2241.632
9/30/2021,2204.372
9/29/2021,2225.308
9/28/2021,2229.778
9/27/2021,2281.003
9/24/2021,2248.07
9/23/2021,2259.041
9/22/2021,2218.561
9/21/2021,2186.183
9/20/2021,2182.202
9/17/2021,2236.871
9/16/2021,2232.911
9/15/2021,2234.448
9/14/2021,2209.985
9/13/2021,2240.784
9/10/2021,2227.546
9/9/2021,2249.129
9/8/2021,2249.726
9/7/2021,2275.611
9/3/2021,2292.048
9/2/2021,2304.017
9/1/2021,2287.059
8/31/2021,2273.774
8/30/2021,2265.99
8/27/2021,2277.151
8/26/2021,2213.979
8/25/2021,2239.269
8/24/2021,2230.906
8/23/2021,2208.295
8/20/2021,2167.6
8/19/2021,2132.42
8/18/2021,2158.78
8/17/2021,2177.173
8/16/2021,2203.415
8/13/2021,2223.108
8/12/2021,2244.073
8/11/2021,2250.343
8/10/2021,2239.363
8/9/2021,2234.808
8/6/2021,2247.761
8/5/2021,2236.007
8/4/2021,2196.322
8/3/2021,2223.581
8/2/2021,2215.495
7/30/2021,2226.246
7/29/2021,2240.029
7/28/2021,2224.957
7/27/2021,2191.833
7/26/2021,2216.921
7/23/2021,2209.649
7/22/2021,2199.475
7/21/2021,2234.042
7/20/2021,2194.298
7/19/2021,2130.68
7/16/2021,2163.238
7/15/2021,2190.293
7/14/2021,2202.358
7/13/2021,2238.864
7/12/2021,2281.825
7/9/2021,2280.005
7/8/2021,2231.677
7/7/2021,2252.847
7/6/2021,2274.502
7/2/2021,2305.762
7/1/2021,2329.359
6/30/2021,2310.549
6/29/2021,2308.837
6/28/2021,2322.336
6/25/2021,2334.396
6/24/2021,2333.622
6/23/2021,2303.469
6/22/2021,2295.948
6/21/2021,2286.093
6/18/2021,2237.745
6/17/2021,2287.46
6/16/2021,2314.691
6/15/2021,2320.072
6/14/2021,2326.145
6/11/2021,2335.808
6/10/2021,2311.409
6/9/2021,2327.128
6/8/2021,2343.758
6/7/2021,2319.177
6/4/2021,2286.412
6/3/2021,2279.248
6/2/2021,2297.834
6/1/2021,2294.742
5/28/2021,2268.972
5/27/2021,2273.073
5/26/2021,2249.274
5/25/2021,2205.75
5/24/2021,2227.338
5/21/2021,2215.268
5/20/2021,2207.76
5/19/2021,2193.642
5/18/2021,2210.877
5/17/2021,2227.119
5/14/2021,2224.63
5/13/2021,2170.95
5/12/2021,2135.139
5/11/2021,2206.987
5/10/2021,2212.696
5/7/2021,2271.629
5/6/2021,2241.421
5/5/2021,2241.366
5/4/2021,2248.286
5/3/2021,2277.451
4/30/2021,2266.449
4/29/2021,2295.456
4/28/2021,2304.158
4/27/2021,2301.267
4/26/2021,2298.007
4/23/2021,2271.856
4/22/2021,2232.614
4/21/2021,2239.627
4/20/2021,2188.211
4/19/2021,2232.001
4/16/2021,2262.67
4/15/2021,2257.068
4/14/2021,2247.717
4/13/2021,2228.923
4/12/2021,2233.784
4/9/2021,2243.474
4/8/2021,2242.596
4/7/2021,2223.051
4/6/2021,2259.153
4/5/2021,2264.886
4/1/2021,2253.903
3/31/2021,2220.519
3/30/2021,2195.796
3/29/2021,2158.682
3/26/2021,2221.482
3/25/2021,2183.121
3/24/2021,2134.266
3/23/2021,2185.687
3/22/2021,2266.843
3/19/2021,2287.545
3/18/2021,2267.586
3/17/2021,2336.392
3/16/2021,2319.518
3/15/2021,2360.168
3/12/2021,2352.789
3/11/2021,2338.542
3/10/2021,2285.683
3/9/2021,2245.059
3/8/2021,2202.985
3/5/2021,2192.212
3/4/2021,2146.924
3/3/2021,2207.793
3/2/2021,2231.509
3/1/2021,2275.321
2/26/2021,2201.051
2/25/2021,2200.172
2/24/2021,2284.381
2/23/2021,2231.314
2/22/2021,2251.072
2/19/2021,2266.689
2/18/2021,2218.385
2/17/2021,2256.106
2/16/2021,2272.891
2/12/2021,2289.357
2/11/2021,2285.317
2/10/2021,2282.441
2/9/2021,2298.998
2/8/2021,2289.756
2/5/2021,2233.327
2/4/2021,2202.418
2/3/2021,2159.703
2/2/2021,2151.44
2/1/2021,2126.163
1/29/2021,2073.641
1/28/2021,2106.609
1/27/2021,2108.696
1/26/2021,2149.856
1/25/2021,2163.272
1/22/2021,2168.758
1/21/2021,2141.421
1/20/2021,2160.617
1/19/2021,2151.137
1/15/2021,2123.201
1/14/2021,2155.349
1/13/2021,2111.966
1/12/2021,2127.959
1/11/2021,2091.008
1/8/2021,2091.659
1/7/2021,2096.885
1/6/2021,2057.92
1/5/2021,1979.108
1/4/2021,1945.914
12/31/2020,1974.855
12/30/2020,1979.992
12/29/2020,1959.363
12/28/2020,1996.25
12/24/2020,2003.95
12/23/2020,2007.104
12/22/2020,1989.88
12/21/2020,1970.329
12/18/2020,1969.986
12/17/2020,1978.045
12/16/2020,1952.722
12/15/2020,1959.763
12/14/2020,1913.856
12/11/2020,1911.697
12/10/2020,1922.703
12/9/2020,1902.147
12/8/2020,1917.782
12/7/2020,1891.252
12/4/2020,1892.449
12/3/2020,1848.702
12/2/2020,1838.028
12/1/2020,1836.047
11/30/2020,1819.816
11/27/2020,1855.27
11/25/2020,1845.024
11/24/2020,1853.532
11/23/2020,1818.297
11/20/2020,1785.341
11/19/2020,1784.134
11/18/2020,1769.316
11/17/2020,1791.914
11/16/2020,1785.336
11/13/2020,1744.042
11/12/2020,1708.47
11/11/2020,1736.935
11/10/2020,1737.009
11/9/2020,1705.037
11/6/2020,1644.159
11/5/2020,1660.046
11/4/2020,1615.083
11/3/2020,1614.295
11/2/2020,1568.592
10/30/2020,1538.479
10/29/2020,1561.577
10/28/2020,1543.275
10/27/2020,1590.482
10/26/2020,1605.209
10/23/2020,1640.502
10/22/2020,1630.254
10/21/2020,1603.776
10/20/2020,1617.706
10/19/2020,1613.628
10/16/2020,1633.808
10/15/2020,1638.883
10/14/2020,1621.651
10/13/2020,1636.848
10/12/2020,1649.053
10/9/2020,1637.545
10/8/2020,1628.547
10/7/2020,1611.041
10/6/2020,1577.291
10/5/2020,1581.965
10/2/2020,1539.297
10/1/2020,1531.202
9/30/2020,1507.692
9/29/2020,1504.727
9/28/2020,1510.342
9/25/2020,1474.908
9/24/2020,1451.819
9/23/2020,1451.458
9/22/2020,1496.961
9/21/2020,1485.252
9/18/2020,1536.779
9/17/2020,1542.598
9/16/2020,1552.329
9/15/2020,1538.154
9/14/2020,1536.974
9/11/2020,1497.271
9/10/2020,1507.751
9/9/2020,1526.48
9/8/2020,1504.591
9/4/2020,1535.304
9/3/2020,1544.68
9/2/2020,1592.287
9/1/2020,1578.581
8/31/2020,1561.876
8/28/2020,1578.343
8/27/2020,1564.563
8/26/2020,1560.193
8/25/2020,1571.209
8/24/2020,1568.47
8/21/2020,1552.476
8/20/2020,1564.301
8/19/2020,1572.066
8/18/2020,1569.773
8/17/2020,1585.474
8/14/2020,1577.88
8/13/2020,1579.787
8/12/2020,1583.246
8/11/2020,1575.099
8/10/2020,1584.67
8/7/2020,1569.185
8/6/2020,1544.624
8/5/2020,1546.237
8/4/2020,1517.213
8/3/2020,1506.803
7/31/2020,1480.427
7/30/2020,1495.101
7/29/2020,1500.63
7/28/2020,1469.755
7/27/2020,1484.651
7/24/2020,1467.555
7/23/2020,1490.203
7/22/2020,1490.141
7/21/2020,1487.512
7/20/2020,1467.954
7/17/2020,1473.319
7/16/2020,1467.564
7/15/2020,1478.27
7/14/2020,1428.26
7/13/2020,1403.566
7/10/2020,1422.679
7/9/2020,1398.92
7/8/2020,1427.402
7/7/2020,1415.996
7/6/2020,1442.882
7/2/2020,1431.86
7/1/2020,1427.314
6/30/2020,1441.365
6/29/2020,1421.207
6/26/2020,1378.78
6/25/2020,1413.315
6/24/2020,1389.741
6/23/2020,1439.338
6/22/2020,1433.527
6/19/2020,1418.634
6/18/2020,1427.075
6/17/2020,1426.531
6/16/2020,1452.26
6/15/2020,1419.607
6/12/2020,1387.685
6/11/2020,1356.224
6/10/2020,1467.39
6/9/2020,1507.051
6/8/2020,1536.895
6/5/2020,1507.153
6/4/2020,1452.063
6/3/2020,1452.09
6/2/2020,1418.208
6/1/2020,1405.372
5/29/2020,1394.035
5/28/2020,1400.673
5/27/2020,1436.358
5/26/2020,1393.074
5/22/2020,1355.531
5/21/2020,1347.559
5/20/2020,1346.927
5/19/2020,1307.719
5/18/2020,1333.689
5/15/2020,1256.992
5/14/2020,1237.554
5/13/2020,1233.251
5/12/2020,1275.536
5/11/2020,1321.24
5/8/2020,1329.638
5/7/2020,1282.927
5/6/2020,1263.008
5/5/2020,1273.51
5/4/2020,1263.969
5/1/2020,1260.48
4/30/2020,1310.664
4/29/2020,1360.763
4/28/2020,1298.083
4/27/2020,1281.878
4/24/2020,1233.053
4/23/2020,1214.065
4/22/2020,1201.523
4/21/2020,1185.094
4/20/2020,1213.348
4/17/2020,1229.098
4/16/2020,1178.089
4/15/2020,1183.977
4/14/2020,1237.333
4/13/2020,1212.042
4/9/2020,1246.726
4/8/2020,1191.664
4/7/2020,1139.17
4/6/2020,1138.778
4/3/2020,1052.053
4/2/2020,1085.808
4/1/2020,1071.994
3/31/2020,1153.103
3/30/2020,1158.317
3/27/2020,1131.988
3/26/2020,1180.319
3/25/2020,1110.365
3/24/2020,1096.555
3/23/2020,1002.417
3/20/2020,1013.889
3/19/2020,1058.749
3/18/2020,991.16
3/17/2020,1106.51
3/16/2020,1037.416
3/13/2020,1209.46
3/12/2020,1122.93
3/11/2020,1264.296
3/10/2020,1350.898
3/9/2020,1313.44
3/6/2020,1449.221
3/5/2020,1478.824
3/4/2020,1531.197
3/3/2020,1486.083
3/2/2020,1518.491
2/28/2020,1476.431
2/27/2020,1497.87
2/26/2020,1552.761
2/25/2020,1571.897
2/24/2020,1628.104
2/21/2020,1678.609
2/20/2020,1696.069
2/19/2020,1692.573
2/18/2020,1683.522
2/14/2020,1687.584
2/13/2020,1693.736
2/12/2020,1689.377
2/11/2020,1677.515
2/10/2020,1667.669
2/7/2020,1656.778
2/6/2020,1677.457
2/5/2020,1681.921
2/4/2020,1656.768
2/3/2020,1632.205
1/31/2020,1614.061
1/30/2020,1648.219
1/29/2020,1649.221
1/28/2020,1658.314
1/27/2020,1644.138
1/24/2020,1662.232
1/23/2020,1685.011
1/22/2020,1684.463
1/21/2020,1685.898
1/17/2020,1699.635
1/16/2020,1705.215
1/15/2020,1682.396
1/14/2020,1675.741
1/13/2020,1669.605
1/10/2020,1657.643
1/9/2020,1664.988
1/8/2020,1663.593
1/7/2020,1658.305
1/6/2020,1663.257
1/3/2020,1660.87
1/2/2020,1666.772
12/31/2019,1668.469
12/30/2019,1664.15
12/27/2019,1669.033
12/26/2019,1677.67
12/24/2019,1678.01
12/23/2019,1674.141
12/20/2019,1671.902
12/19/2019,1667.094
12/18/2019,1661.731
12/17/2019,1657.564
12/16/2019,1649.939
12/13/2019,1637.976
12/12/2019,1644.813
12/11/2019,1631.926
12/10/2019,1631.714
12/9/2019,1629.619
12/6/2019,1633.837
12/5/2019,1614.833
12/4/2019,1613.896
12/3/2019,1602.63
12/2/2019,1607.579
11/29/2019,1624.503
11/27/2019,1634.104
11/26/2019,1624.231
11/25/2019,1621.904
11/22/2019,1588.943
11/21/2019,1583.962
11/20/2019,1591.609
11/19/2019,1598.292
11/18/2019,1592.341
11/15/2019,1596.454
11/14/2019,1588.794
11/13/2019,1589.179
11/12/2019,1595.117
11/11/2019,1594.77
11/8/2019,1598.864
11/7/2019,1593.99
11/6/2019,1589.542
11/5/2019,1599.611
11/4/2019,1597.396
11/1/2019,1589.33
10/31/2019,1562.452
10/30/2019,1572.847
10/29/2019,1577.073
10/28/2019,1571.933
10/25/2019,1558.708
10/24/2019,1550.18
10/23/2019,1552.855
10/22/2019,1550.866
10/21/2019,1550.139
10/18/2019,1535.482
10/17/2019,1541.844
10/16/2019,1525.057
10/15/2019,1523.302
10/14/2019,1505.429
10/11/2019,1511.9
10/10/2019,1485.364
10/9/2019,1479.461
10/8/2019,1472.598
10/7/2019,1497.787
10/4/2019,1500.702
10/3/2019,1486.347
10/2/2019,1479.63
10/1/2019,1493.432
9/30/2019,1523.373
9/27/2019,1520.476
9/26/2019,1533.326
9/25/2019,1550.654
9/24/2019,1533.586
9/23/2019,1558.247
9/20/2019,1559.765
9/19/2019,1561.474
9/18/2019,1568.344
9/17/2019,1578.29
9/16/2019,1584.597
9/13/2019,1578.138
9/12/2019,1575.066
9/11/2019,1575.712
9/10/2019,1542.989
9/9/2019,1524.231
9/6/2019,1505.168
9/5/2019,1510.745
9/4/2019,1484.758
9/3/2019,1472.283
8/30/2019,1494.839
8/29/2019,1496.72
8/28/2019,1472.713
8/27/2019,1456.039
8/26/2019,1476.002
8/23/2019,1459.485
8/22/2019,1506.002
8/21/2019,1509.85
8/20/2019,1498.006
8/19/2019,1508.85
8/16/2019,1493.64
8/15/2019,1461.648
8/14/2019,1467.522
8/13/2019,1510.575
8/12/2019,1494.275
8/9/2019,1513.043
8/8/2019,1532.132
8/7/2019,1500.686
8/6/2019,1502.086
8/5/2019,1487.414
8/2/2019,1533.659
8/1/2019,1550.764
7/31/2019,1574.605
7/30/2019,1585.599
7/29/2019,1569.025
7/26/2019,1578.967
7/25/2019,1561.449
7/24/2019,1580.417
7/23/2019,1554.962
7/22/2019,1544.783
7/19/2019,1547.896
7/18/2019,1555.624
7/17/2019,1550.778
7/16/2019,1561.995
7/15/2019,1561.82
7/12/2019,1569.998
7/11/2019,1557.921
7/10/2019,1565.046
7/9/2019,1562.589
7/8/2019,1561.387
7/5/2019,1575.625
7/3/2019,1572.122
7/2/2019,1560.538
7/1/2019,1569.663
6/28/2019,1566.572
6/27/2019,1546.55
6/26/2019,1517.775
6/25/2019,1521.035
6/24/2019,1530.083
6/21/2019,1549.628
6/20/2019,1563.495
6/19/2019,1555.579
6/18/2019,1550.229
6/17/2019,1532.752
6/14/2019,1522.499
6/13/2019,1535.804
6/12/2019,1519.792
6/11/2019,1519.108
6/10/2019,1523.561
6/7/2019,1514.391
6/6/2019,1503.538
6/5/2019,1506.793
6/4/2019,1508.561
6/3/2019,1469.983
5/31/2019,1465.487
5/30/2019,1485.531
5/29/2019,1489.952
5/28/2019,1504.019
5/24/2019,1514.109
5/23/2019,1501.38
5/22/2019,1531.625
5/21/2019,1545.248
5/20/2019,1524.963
5/17/2019,1535.763
5/16/2019,1557.239
5/15/2019,1548.271
5/14/2019,1543.058
5/13/2019,1523.001
5/10/2019,1572.993
5/9/2019,1570.057
5/8/2019,1574.975
5/7/2019,1582.312
5/6/2019,1614.976
5/3/2019,1614.022
5/2/2019,1582.651
5/1/2019,1576.379
4/30/2019,1591.211
4/29/2019,1598.356
4/26/2019,1591.816
4/25/2019,1575.612
4/24/2019,1588.132
4/23/2019,1585.093
4/22/2019,1560.045
4/18/2019,1565.748
4/17/2019,1567.597
4/16/2019,1582.785
